"FeatureCode","City","FeatureType","Year","Measurement","Units","Age","Value"
"S12000034","Aberdeenshire","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",9.75
"S12000041","Angus","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",5
"S12000035","Argyll and Bute","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",1.8
"S12000036","City of Edinburgh","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",12.075
"S12000005","Clackmannanshire","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",6.475
"S12000006","Dumfries and Galloway","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",7.075
"S12000042","Dundee City","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",6.65
"S12000008","East Ayrshire","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",9.925
"S12000045","East Dunbartonshire","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",6.05
"S12000010","East Lothian","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",15.15
"S12000011","East Renfrewshire","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",9.4
"S12000014","Falkirk","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",8.375
"S12000047","Fife","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",8.525
"S12000049","Glasgow City","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",5.525
"S12000017","Highland","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",-8.5
"S12000018","Inverclyde","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",6.8
"S12000019","Midlothian","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",8.775
"S12000020","Moray","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",22.525
"S12000013","Na h-Eileanan Siar","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",3.425
"S12000021","North Ayrshire","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",9.675
"S12000050","North Lanarkshire","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",7.825
"S12000023","Orkney Islands","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",7.175
"S12000048","Perth and Kinross","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",6.85
"S12000038","Renfrewshire","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",7.4
"S12000026","Scottish Borders","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",8.9
"S12000027","Shetland Islands","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",3
"S12000028","South Ayrshire","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",2.6
"S12000029","South Lanarkshire","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",6.8
"S12000030","Stirling","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",0.2
"S12000039","West Dunbartonshire","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",3.4
"S12000040","West Lothian","Council Area","2019","Percentage Points","Percentage Points Difference","25-49 years",8.8
"S12000033","Aberdeen City","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",10.3
"S12000034","Aberdeenshire","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",10.7
"S12000041","Angus","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",3.5
"S12000035","Argyll and Bute","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",3.4
"S12000036","City of Edinburgh","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",11.5
"S12000005","Clackmannanshire","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",-0.6
"S12000006","Dumfries and Galloway","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",6.7
"S12000042","Dundee City","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",6.3
"S12000008","East Ayrshire","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",10.1
"S12000045","East Dunbartonshire","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",10.6
"S12000010","East Lothian","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",7.4
"S12000011","East Renfrewshire","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",6.1
"S12000014","Falkirk","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",3.2
"S12000047","Fife","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",6.9
"S12000049","Glasgow City","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",7.6
"S12000017","Highland","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",3.2
"S12000018","Inverclyde","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",7.2
"S12000019","Midlothian","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",8.8
"S12000020","Moray","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",18.7
"S12000013","Na h-Eileanan Siar","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",4.5
"S12000021","North Ayrshire","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",15
"S12000050","North Lanarkshire","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",5.3
"S12000023","Orkney Islands","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",-2.2
"S12000048","Perth and Kinross","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",10.3
"S12000038","Renfrewshire","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",7.2
"S12000026","Scottish Borders","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",12.4
"S12000028","South Ayrshire","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",6.8
"S12000029","South Lanarkshire","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",5.5
"S12000030","Stirling","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",3.1
"S12000039","West Dunbartonshire","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",3.5
"S12000040","West Lothian","Council Area","2020","Percentage Points","Percentage Points Difference","25-49 years",5
"S12000033","Aberdeen City","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",8.825
"S12000034","Aberdeenshire","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",19.825
"S12000041","Angus","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",10.4
"S12000035","Argyll and Bute","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",3.2
"S12000036","City of Edinburgh","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",-0.8
"S12000005","Clackmannanshire","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",7.875
"S12000006","Dumfries and Galloway","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",15.6
"S12000042","Dundee City","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",3.3
"S12000008","East Ayrshire","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",10.85
"S12000045","East Dunbartonshire","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",13.6
"S12000010","East Lothian","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",6.925
"S12000011","East Renfrewshire","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",12.5
"S12000014","Falkirk","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",8.875
"S12000047","Fife","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",8.75
"S12000049","Glasgow City","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",9.1
"S12000017","Highland","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",11.4
"S12000018","Inverclyde","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",2.275
"S12000019","Midlothian","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",-2.15
"S12000020","Moray","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",17.125
"S12000013","Na h-Eileanan Siar","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",8.775
"S12000021","North Ayrshire","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",15.575
"S12000050","North Lanarkshire","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",7.875
"S12000023","Orkney Islands","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",8.825
"S12000048","Perth and Kinross","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",11.05
"S12000038","Renfrewshire","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",3.6
"S12000026","Scottish Borders","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",6.4
"S12000027","Shetland Islands","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",4.55
"S12000028","South Ayrshire","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",4
"S12000029","South Lanarkshire","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",14.45
"S12000030","Stirling","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",14.85
"S12000039","West Dunbartonshire","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",2.325
"S12000040","West Lothian","Council Area","2015","Percentage Points","Percentage Points Difference","50-64 years",12.675
"S12000033","Aberdeen City","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",12
"S12000034","Aberdeenshire","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",15.95
"S12000041","Angus","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",12.6
"S12000035","Argyll and Bute","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",6.975
"S12000036","City of Edinburgh","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",0.25
"S12000005","Clackmannanshire","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",10.975
"S12000006","Dumfries and Galloway","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",19.25
"S12000042","Dundee City","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",8.325
"S12000008","East Ayrshire","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",13.55
"S12000045","East Dunbartonshire","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",12.675
"S12000010","East Lothian","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",1.5
"S12000011","East Renfrewshire","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",12.725
"S12000014","Falkirk","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",8.775
"S12000047","Fife","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",16.525
"S12000049","Glasgow City","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",12.275
"S12000017","Highland","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",7.675
"S12000018","Inverclyde","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",-0.5
"S12000019","Midlothian","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",3.975
"S12000020","Moray","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",14.05
"S12000013","Na h-Eileanan Siar","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",11.275
"S12000021","North Ayrshire","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",23.925
"S12000050","North Lanarkshire","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",14.725
"S12000023","Orkney Islands","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",4.525
"S12000048","Perth and Kinross","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",13.275
"S12000038","Renfrewshire","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",1.475
"S12000026","Scottish Borders","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",9.675
"S12000027","Shetland Islands","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",8.45
"S12000028","South Ayrshire","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",6.175
"S12000029","South Lanarkshire","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",4.95
"S12000030","Stirling","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",14.25
"S12000039","West Dunbartonshire","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",4.375
"S12000040","West Lothian","Council Area","2016","Percentage Points","Percentage Points Difference","50-64 years",15.275
"S12000033","Aberdeen City","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",-4.65
"S12000034","Aberdeenshire","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",12.15
"S12000041","Angus","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",6.725
"S12000035","Argyll and Bute","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",12.35
"S12000036","City of Edinburgh","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",-1.975
"S12000005","Clackmannanshire","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",7.75
"S12000006","Dumfries and Galloway","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",17.1
"S12000042","Dundee City","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",2.1
"S12000008","East Ayrshire","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",12.675
"S12000045","East Dunbartonshire","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",8.725
"S12000010","East Lothian","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",8.05
"S12000011","East Renfrewshire","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",17.7
"S12000014","Falkirk","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",12.5
"S12000047","Fife","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",14.225
"S12000049","Glasgow City","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",8.15
"S12000017","Highland","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",6.1
"S12000018","Inverclyde","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",-6.85
"S12000019","Midlothian","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",5.75
"S12000020","Moray","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",13.55
"S12000013","Na h-Eileanan Siar","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",9.425
"S12000021","North Ayrshire","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",13.75
"S12000050","North Lanarkshire","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",7.4
"S12000023","Orkney Islands","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",3.775
"S12000048","Perth and Kinross","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",9.725
"S12000038","Renfrewshire","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",4.1
"S12000026","Scottish Borders","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",8.525
"S12000027","Shetland Islands","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",20.4
"S12000028","South Ayrshire","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",4.5
"S12000029","South Lanarkshire","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",9.7
"S12000030","Stirling","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",6.4
"S12000039","West Dunbartonshire","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",2.925
"S12000040","West Lothian","Council Area","2017","Percentage Points","Percentage Points Difference","50-64 years",7.875
"S12000033","Aberdeen City","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",-1.1
"S12000034","Aberdeenshire","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",12.95
"S12000041","Angus","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",-2.175
"S12000035","Argyll and Bute","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",7.6
"S12000036","City of Edinburgh","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",1
"S12000005","Clackmannanshire","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",11.7
"S12000006","Dumfries and Galloway","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",13.8
"S12000042","Dundee City","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",8.125
"S12000008","East Ayrshire","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",12.5
"S12000045","East Dunbartonshire","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",12.05
"S12000010","East Lothian","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",16.45
"S12000011","East Renfrewshire","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",13.25
"S12000014","Falkirk","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",12.8
"S12000047","Fife","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",6.9
"S12000049","Glasgow City","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",5.25
"S12000017","Highland","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",4.525
"S12000018","Inverclyde","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",-7.325
"S12000019","Midlothian","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",-1.525
"S12000020","Moray","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",14.95
"S12000013","Na h-Eileanan Siar","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",3.125
"S12000021","North Ayrshire","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",12.125
"S12000050","North Lanarkshire","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",6.55
"S12000023","Orkney Islands","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",23.025
"S12000048","Perth and Kinross","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",9.725
"S12000038","Renfrewshire","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",3.375
"S12000026","Scottish Borders","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",11.525
"S12000027","Shetland Islands","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",29.825
"S12000028","South Ayrshire","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",5.575
"S12000029","South Lanarkshire","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",9.575
"S12000030","Stirling","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",10.35
"S12000039","West Dunbartonshire","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",3.6
"S12000040","West Lothian","Council Area","2018","Percentage Points","Percentage Points Difference","50-64 years",7.4
"S12000033","Aberdeen City","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",3.525
"S12000034","Aberdeenshire","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",15.4
"S12000041","Angus","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",1.85
"S12000035","Argyll and Bute","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",8.025
"S12000036","City of Edinburgh","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",6.55
"S12000005","Clackmannanshire","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",17
"S12000006","Dumfries and Galloway","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",10.25
"S12000042","Dundee City","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",6.225
"S12000008","East Ayrshire","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",8.4
"S12000045","East Dunbartonshire","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",5.3
"S12000010","East Lothian","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",8.45
"S12000011","East Renfrewshire","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",10.375
"S12000014","Falkirk","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",7.3
"S12000047","Fife","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",11.5
"S12000049","Glasgow City","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",1
"S12000017","Highland","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",12.7
"S12000018","Inverclyde","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",-8.225
"S12000019","Midlothian","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",4.05
"S12000020","Moray","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",17.4
"S12000013","Na h-Eileanan Siar","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",0.225
"S12000021","North Ayrshire","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",9.675
"S12000050","North Lanarkshire","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",6.25
"S12000023","Orkney Islands","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",26.425
"S12000048","Perth and Kinross","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",11.425
"S12000038","Renfrewshire","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",8.725
"S12000026","Scottish Borders","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",15.525
"S12000027","Shetland Islands","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",31.95
"S12000028","South Ayrshire","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",7.675
"S12000029","South Lanarkshire","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",7.675
"S12000030","Stirling","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",3.25
"S12000039","West Dunbartonshire","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",4.375
"S12000040","West Lothian","Council Area","2019","Percentage Points","Percentage Points Difference","50-64 years",16.3
"S12000033","Aberdeen City","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",1.7
"S12000034","Aberdeenshire","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",20.7
"S12000041","Angus","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",11.2
"S12000035","Argyll and Bute","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",4.2
"S12000036","City of Edinburgh","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",3.1
"S12000005","Clackmannanshire","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",9.9
"S12000006","Dumfries and Galloway","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",8.6
"S12000042","Dundee City","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",5.9
"S12000008","East Ayrshire","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",-0.2
"S12000045","East Dunbartonshire","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",2.1
"S12000010","East Lothian","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",15.6
"S12000011","East Renfrewshire","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",9.3
"S12000014","Falkirk","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",5.9
"S12000047","Fife","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",12.9
"S12000049","Glasgow City","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",0.5
"S12000017","Highland","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",14.6
"S12000018","Inverclyde","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",-3.4
"S12000019","Midlothian","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",-0.6
"S12000020","Moray","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",9.8
"S12000013","Na h-Eileanan Siar","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",-4.4
"S12000021","North Ayrshire","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",9.7
"S12000050","North Lanarkshire","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",3.9
"S12000023","Orkney Islands","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",18.9
"S12000048","Perth and Kinross","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",17.6
"S12000038","Renfrewshire","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",8.6
"S12000026","Scottish Borders","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",14.3
"S12000027","Shetland Islands","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",13.1
"S12000028","South Ayrshire","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",7.9
"S12000029","South Lanarkshire","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",16.3
"S12000030","Stirling","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",-3.4
"S12000039","West Dunbartonshire","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",2.6
"S12000040","West Lothian","Council Area","2020","Percentage Points","Percentage Points Difference","50-64 years",10.6
